Player Number, Player Name, Games Played, Points Played, Earned/Game, Errors/Game, Faults/Game, Total/Game, Plus/Minus Total, Plus/Minus Net Total, Total Earned, Total Errors, Total Faults, Total Earned (them), Total Errors (them), Total Faults (them), 
1, Lasse Nielsen, 4, 217, 2.5, 2.8, 0.3, -0.3, -1, -1, 11, 11, 1, 0, 0, 0, 
2, Nico Lang, 3, 22, 0.0, 0.3, 0.0, -0.3, -1, -1, 0, 1, 0, 0, 0, 0, 
3, Kristian Krag, 4, 33, 1.0, 0.8, 0.0, 0.3, 1, 1, 4, 3, 0, 0, 0, 0, 
5, Bosse, 4, 7, 0.0, 0.3, 0.0, -0.3, -1, -1, 0, 1, 0, 0, 0, 0, 
6, Boerme, 1, 6, 2.0, 2.0, 0.0, 0.0, 0, 0, 2, 2, 0, 0, 0, 0, 
7, Bo, 4, 51, 2.0, 1.8, 0.5, 0.5, 2, 2, 11, 7, 2, 0, 0, 0, 
9, Soeren, 4, 61, 4.3, 1.3, 0.0, 3.0, 12, 12, 17, 5, 0, 0, 0, 0, 
11, Nicola, 4, 72, 4.3, 1.5, 0.0, 3.0, 12, 12, 18, 6, 0, 0, 0, 0, 
12, Vestbjerg, 4, 72, 2.8, 3.5, 0.0, -0.8, -3, -3, 11, 14, 0, 0, 0, 0, 
16, Alex, 4, 35, 0.0, 3.0, 0.0, -3.0, -12, -12, 0, 12, 0, 0, 0, 0, 
undefined, (team), 4, 0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 
Total, , , , 17.3, 15.5, 0.8, 1.0, 4, 4, 69, 62, 3, 0, 0, 0, 

Player Number, Player Name, Games Played, Points Played, Serve Attempts, Serve %, Serve Rating, 1-Serve, 2-Serve, 3-Serve, Aces, Serve Errors, Points Lost on Serve, Points Won on Serve, Serve Net Points, Point Scoring %, Serve Error %, Ace %, Aces/Game, Serve Attempts/Game, Serve Errors/Game, Serve Net Points/Game, Errors: Out, Errors: Into Net, 
