Player Number, Player Name, Games Played, Points Played, Earned/Game, Errors/Game, Faults/Game, Total/Game, Plus/Minus Total, Plus/Minus Net Total, Total Earned, Total Errors, Total Faults, Total Earned (them), Total Errors (them), Total Faults (them), 
1, Lasse Nielsen, 5, 167, 0.6, 1.4, 0.6, -1.4, -7, -7, 3, 7, 3, 0, 0, 0, 
3, Kristian Krag, 2, 7, 1.0, 1.0, 0.0, 0.0, 0, 0, 2, 2, 0, 0, 0, 0, 
6, Boerme, 5, 56, 2.8, 1.8, 0.0, 1.0, 5, 5, 14, 9, 0, 0, 0, 0, 
7, Bo, 5, 33, 0.8, 0.8, 0.0, 0.0, 0, 0, 4, 4, 0, 0, 0, 0, 
9, Soeren, 3, 17, 0.3, 1.3, 0.0, -1.0, -3, -3, 1, 4, 0, 0, 0, 0, 
11, Nicola, 5, 86, 2.6, 2.0, 0.0, 0.6, 3, 3, 13, 10, 0, 0, 0, 0, 
12, Vestbjerg, 2, 10, 0.5, 0.5, 0.0, 0.0, 0, 0, 1, 1, 0, 0, 0, 0, 
13, Gustav, 5, 64, 2.0, 1.2, 0.6, 0.2, 1, 1, 10, 6, 3, 0, 0, 0, 
14, Mads Q, 5, 99, 0.6, 0.0, 0.2, 0.4, 2, 2, 3, 0, 1, 0, 0, 0, 
15, Martin, 5, 47, 2.8, 3.2, 0.2, -0.6, -3, -3, 14, 16, 1, 0, 0, 0, 
16, Alex, 5, 53, 0.0, 1.4, 0.0, -1.4, -7, -7, 0, 7, 0, 0, 0, 0, 
undefined, (team), 5, 0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 
Total, , , , 13.0, 13.2, 1.6, -1.8, -9, -9, 65, 66, 8, 0, 0, 0, 

Player Number, Player Name, Games Played, Points Played, Serve Attempts, Serve %, Serve Rating, 1-Serve, 2-Serve, 3-Serve, Aces, Serve Errors, Points Lost on Serve, Points Won on Serve, Serve Net Points, Point Scoring %, Serve Error %, Ace %, Aces/Game, Serve Attempts/Game, Serve Errors/Game, Serve Net Points/Game, Errors: Out, Errors: Into Net, 
1, Lasse Nielsen, 5, 167, 18, 88.9%, 1.72, 4, 10, 1, 1, 2, 10, 8, -1, 44.4%, 11.1%, 5.6%, 0.2, 3.6, 0.4, -0.2, 1, 1, 
3, Kristian Krag, 2, 7, 1, 100.0%, 1.00, 1, 0, 0, 0, 0, 1, 0, 0, 0.0%, 0.0%, 0.0%, 0.0, 0.5, 0.0, 0.0, 0, 0, 
6, Boerme, 5, 56, 9, 55.6%, 1.44, 0, 3, 1, 1, 4, 7, 2, -3, 22.2%, 44.4%, 11.1%, 0.2, 1.8, 0.8, -0.6, 2, 2, 
7, Bo, 5, 33, 9, 88.9%, 1.67, 2, 5, 1, 0, 1, 8, 1, -1, 11.1%, 11.1%, 0.0%, 0.0, 1.8, 0.2, -0.2, 1, 0, 
9, Soeren, 3, 17, 3, 100.0%, 1.50, 1, 1, 0, 0, 0, 1, 2, 0, 66.7%, 0.0%, 0.0%, 0.0, 1.0, 0.0, 0.0, 0, 0, 
11, Nicola, 5, 86, 13, 92.3%, 1.77, 3, 7, 2, 0, 1, 10, 3, -1, 23.1%, 7.7%, 0.0%, 0.0, 2.6, 0.2, -0.2, 1, 0, 
12, Vestbjerg, 2, 10, 0, -, -, 0, 0, 0, 0, 0, 0, 0, 0, -, -, -, 0.0, 0.0, 0.0, 0.0, 0, 0, 
