Player Number, Player Name, Games Played, Points Played, Earned/Game, Errors/Game, Faults/Game, Total/Game, Plus/Minus Total, Plus/Minus Net Total, Total Earned, Total Errors, Total Faults, Total Earned (them), Total Errors (them), Total Faults (them), 
1, Lasse Nielsen, 5, 247, 1.2, 1.4, 0.4, -0.6, -3, -3, 6, 7, 2, 0, 0, 0, 
3, Kristian Krag, 5, 45, 2.0, 1.0, 0.0, 1.8, 9, 9, 14, 5, 0, 0, 0, 0, 
5, Bosse, 4, 20, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 
11, Nicola, 5, 79, 1.6, 2.0, 0.0, -0.4, -2, -2, 8, 10, 0, 0, 0, 0, 
15, Martin, 5, 60, 2.6, 2.0, 0.0, 1.2, 6, 6, 16, 10, 0, 0, 0, 0, 
16, Alex, 5, 41, 0.0, 0.6, 0.0, -0.6, -3, -3, 0, 3, 0, 0, 0, 0, 
18, Anton, 5, 119, 4.0, 2.0, 0.2, 1.8, 9, 9, 20, 10, 1, 0, 0, 0, 
19, Malthe, 5, 64, 2.0, 1.2, 0.2, 1.0, 5, 5, 12, 6, 1, 0, 0, 0, 
undefined, (team), 5, 0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 
Total, , , , 13.4, 10.2, 0.8, 2.4, 12, 12, 67, 51, 4, 0, 0, 0, 

Player Number, Player Name, Games Played, Points Played, Serve Attempts, Serve %, Serve Rating, 1-Serve, 2-Serve, 3-Serve, Aces, Serve Errors, Points Lost on Serve, Points Won on Serve, Serve Net Points, Point Scoring %, Serve Error %, Ace %, Aces/Game, Serve Attempts/Game, Serve Errors/Game, Serve Net Points/Game, Errors: Out, Errors: Into Net, 
1, Lasse Nielsen, 5, 247, 19, 78.9%, 1.53, 6, 5, 3, 1, 4, 11, 8, -3, 42.1%, 21.1%, 5.3%, 0.2, 3.8, 0.8, -0.6, 0, 4, 
3, Kristian Krag, 5, 45, 11, 72.7%, 1.36, 4, 1, 3, 0, 3, 8, 3, -3, 27.3%, 27.3%, 0.0%, 0.0, 2.2, 0.6, -0.6, 1, 2, 
5, Bosse, 4, 20, 10, 100.0%, 2.00, 3, 4, 3, 0, 0, 3, 7, 0, 70.0%, 0.0%, 0.0%, 0.0, 2.5, 0.0, 0.0, 0, 0, 
11, Nicola, 5, 79, 15, 93.3%, 1.93, 4, 6, 3, 1, 1, 8, 7, 0, 46.7%, 6.7%, 6.7%, 0.2, 3.0, 0.2, 0.0, 0, 1, 
15, Martin, 5, 60, 11, 81.8%, 1.27, 6, 1, 2, 0, 2, 8, 3, -2, 27.3%, 18.2%, 0.0%, 0.0, 2.2, 0.4, -0.4, 1, 1, 
16, Alex, 5, 41, 0, -, -, 0, 0, 0, 0, 0, 0, 0, 0, -, -, -, 0.0, 0.0, 0.0, 0.0, 0, 0, 
