Player Number, Player Name, Games Played, Points Played, Earned/Game, Errors/Game, Faults/Game, Total/Game, Plus/Minus Total, Plus/Minus Net Total, Total Earned, Total Errors, Total Faults, Total Earned (them), Total Errors (them), Total Faults (them), 
1, Lasse Nielsen, 5, 269, 2.8, 2.0, 0.2, 0.8, 4, 4, 15, 10, 1, 0, 0, 0, 
3, Kristian Krag, 5, 73, 1.2, 0.8, 0.6, 0.6, 3, 3, 10, 4, 3, 0, 0, 0, 
5, Bosse, 2, 3, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 
6, Boerme, 5, 95, 2.2, 3.0, 0.0, -0.6, -3, -3, 12, 15, 0, 0, 0, 0, 
7, Bo, 5, 47, 1.2, 1.2, 0.2, 0.8, 4, 4, 11, 6, 1, 0, 0, 0, 
9, Soeren, 3, 13, 0.7, 0.7, 0.0, 0.0, 0, 0, 2, 2, 0, 0, 0, 0, 
11, Nicola, 2, 34, 2.5, 2.5, 0.0, 0.0, 0, 0, 5, 5, 0, 0, 0, 0, 
12, Vestbjerg, 4, 79, 2.0, 4.0, 0.0, -2.0, -8, -8, 8, 16, 0, 0, 0, 0, 
15, Martin, 5, 87, 4.2, 3.6, 0.2, 0.4, 2, 2, 21, 18, 1, 0, 0, 0, 
16, Alex, 5, 47, 0.0, 0.8, 0.0, -0.8, -4, -4, 0, 4, 0, 0, 0, 0, 
undefined, (team), 5, 0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 
Total, , , , 14.6, 16.0, 1.2, -2.6, -13, -13, 73, 80, 6, 0, 0, 0, 

Player Number, Player Name, Games Played, Points Played, Serve Attempts, Serve %, Serve Rating, 1-Serve, 2-Serve, 3-Serve, Aces, Serve Errors, Points Lost on Serve, Points Won on Serve, Serve Net Points, Point Scoring %, Serve Error %, Ace %, Aces/Game, Serve Attempts/Game, Serve Errors/Game, Serve Net Points/Game, Errors: Out, Errors: Into Net, 
1, Lasse Nielsen, 5, 269, 23, 95.7%, 1.91, 9, 7, 3, 3, 1, 12, 11, 2, 47.8%, 4.3%, 13.0%, 0.6, 4.6, 0.2, 0.4, 1, 0, 
3, Kristian Krag, 5, 73, 22, 95.5%, 1.91, 8, 5, 8, 0, 1, 11, 11, -1, 50.0%, 4.5%, 0.0%, 0.0, 4.4, 0.2, -0.2, 0, 1, 
5, Bosse, 2, 3, 1, 100.0%, 2.00, 0, 1, 0, 0, 0, 1, 0, 0, 0.0%, 0.0%, 0.0%, 0.0, 0.5, 0.0, 0.0, 0, 0, 
6, Boerme, 5, 95, 19, 78.9%, 1.74, 3, 6, 6, 0, 4, 11, 8, -4, 42.1%, 21.1%, 0.0%, 0.0, 3.8, 0.8, -0.8, 1, 3, 
7, Bo, 5, 47, 12, 83.3%, 1.55, 2, 6, 1, 0, 2, 7, 5, -2, 41.7%, 16.7%, 0.0%, 0.0, 2.4, 0.4, -0.4, 0, 2, 
9, Soeren, 3, 13, 5, 60.0%, 1.40, 1, 0, 2, 0, 2, 3, 2, -2, 40.0%, 40.0%, 0.0%, 0.0, 1.7, 0.7, -0.7, 2, 0, 
11, Nicola, 2, 34, 3, 66.7%, 1.33, 1, 0, 1, 0, 1, 3, 0, -1, 0.0%, 33.3%, 0.0%, 0.0, 1.5, 0.5, -0.5, 0, 1, 
12, Vestbjerg, 4, 79, 13, 92.3%, 1.54, 5, 6, 1, 0, 1, 7, 6, -1, 46.2%, 7.7%, 0.0%, 0.0, 3.3, 0.3, -0.3, 0, 1, 
