Total, , , , 13.0, 4.3, 8.7, 0.252, 37.9%, 12.6%, 103, 13, 39, 3, 7, 3, 

Player Number, Player Name, Games Played, Points Played, Dig Errors/Game, Dig Attempts/Game, Digs/Game, Digs, Dig Attempts, Dig Errors, Dig Error %, Dig %, Kill to Dig %, Attack Attempt to Dig %, 
4, Andreas Christensen, 3, 28, 0.0, 0.7, 0.7, 2, 2, 0, 0.0%, 100.0%, 0.0%, 100.0%, 
5, Bosse, 3, 34, 0.0, 3.3, 3.3, 10, 10, 0, 0.0%, 100.0%, 30.0%, 80.0%, 
7, Bo, 2, 4, 0.0, 0.0, 0.0, 0, 0, 0, -, -, -, -, 
11, Nicola, 3, 57, 0.0, 2.0, 2.0, 6, 6, 0, 0.0%, 100.0%, 33.3%, 83.3%, 
13, Gustav, 3, 34, 0.0, 0.7, 0.7, 2, 2, 0, 0.0%, 100.0%, 50.0%, 50.0%, 
15, Martin, 3, 52, 0.0, 1.3, 1.3, 4, 4, 0, 0.0%, 100.0%, 50.0%, 100.0%, 
16, Alex, 3, 163, 0.0, 2.0, 2.0, 6, 6, 0, 0.0%, 100.0%, 66.7%, 100.0%, 
17, Hjorth, 3, 69, 0.0, 2.0, 2.0, 6, 6, 0, 0.0%, 100.0%, 16.7%, 83.3%, 
undefined, (team), 3, 0, 0.0, 0.0, 0.0, 0, 0, 0, -, -, -, -, 
Total, , , , 0.0, 12.0, 12.0, 36, 36, 0, 0.0%, 100.0%, 36.1%, 86.1%, 

Player Number, Player Name, Games Played, Points Played, Block Errors/Game, Blocks Still in Play/Game, Blocks/Game, Block Assists, Block Errors, Block Solos, Blocks Still in Play, Blocks, Net Blocks, Block %, Block Error %, 
4, Andreas Christensen, 3, 28, 0.0, 0.0, 0.7, 0, 0, 2, 0, 2, 2, 100.0%, 0.0%, 
5, Bosse, 3, 34, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, -, -, 
7, Bo, 2, 4, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, -, -, 
11, Nicola, 3, 57, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, -, -, 
13, Gustav, 3, 34, 0.0, 0.0, 0.3, 1, 0, 0, 0, 1, 1, 100.0%, 0.0%, 
15, Martin, 3, 52, 0.0, 0.3, 0.0, 0, 0, 0, 1, 0, 0, 0.0%, 0.0%, 
16, Alex, 3, 163, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, -, -, 
17, Hjorth, 3, 69, 0.0, 0.7, 0.3, 1, 0, 0, 2, 1, 1, 33.3%, 0.0%, 
undefined, (team), 3, 0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, -, -, 
Total, , , , 0.0, 1.0, 1.0, 2, 0, 2, 3, 3, 3, 57.1%, 0.0%, 

Player Number, Player Name, Games Played, Points Played, Games Played as Non-setter, Games Played as Setter, Assists, Ball Handling, Setting Errors, Assists as Non-setter, Assists as Non-setter/Game, Assists as Setter, Assists as Setter/Game, Assists/Game, Attempt (From Setter), Attempt (Not From Setter), 
4, Andreas Christensen, 3, 28, 3, 0, 0, 0, 0, 0, -, 0, -, 0.0, 0, 0, 
5, Bosse, 3, 34, 3, 0, 3, 0, 0, 3, 1.0, 0, -, 1.0, 0, 0, 
7, Bo, 2, 4, 2, 0, 0, 0, 0, 0, -, 0, -, 0.0, 0, 0, 
11, Nicola, 3, 57, 3, 0, 1, 0, 0, 1, 0.3, 0, -, 0.3, 7, 2, 
13, Gustav, 3, 34, 3, 0, 0, 0, 0, 0, -, 0, -, 0.0, 6, 0, 
15, Martin, 3, 52, 3, 0, 0, 0, 1, 0, -, 0, -, 0.0, 9, 8, 
16, Alex, 3, 163, 0, 3, 31, 0, 4, 0, -, 31, 10.3, 10.3, 0, 1, 
17, Hjorth, 3, 69, 3, 0, 2, 0, 0, 2, 0.7, 0, -, 0.7, 14, 4, 
undefined, (team), 3, 0, 3, 0, 0, 0, 0, 0, -, 0, -, 0.0, 0, 0, 
Total, , , , 3, 0, 37, 0, 5, 6, 2.0, 31, -, 12.3, 36, 15, 

Player Number, Player Name, Games Played, Points Played, 1-Set (In-System), 2-Set (In-System), 3-Set (In-System), 1-Set (Out-System), 2-Set (Out-System), 3-Set (Out-System), 
4, Andreas Christensen, 3, 28, 0, 0, 0, 0, 0, 0, 
5, Bosse, 3, 34, 0, 0, 0, 0, 0, 0, 
7, Bo, 2, 4, 0, 0, 0, 0, 0, 0, 
11, Nicola, 3, 57, 0, 0, 0, 0, 0, 0, 
13, Gustav, 3, 34, 0, 0, 0, 0, 0, 0, 
15, Martin, 3, 52, 0, 0, 0, 0, 0, 0, 
16, Alex, 3, 163, 0, 0, 0, 0, 0, 0, 
17, Hjorth, 3, 69, 0, 0, 0, 0, 0, 0, 
undefined, (team), 3, 0, 0, 0, 0, 0, 0, 0, 
Total, , , , 0, 0, 0, 0, 0, 0, 

Player Number, Player Name, Games Played, Points Played, FB Pass Attempts, Over the Net FB Pass, 1-FB Pass, 2-FB Pass, 3-FB Pass, Total FBPass Errors, FB Pass Rating, 3-FB Pass Percent, Total FBPass Error %, Total FBPass Errors/Game, 
4, Andreas Christensen, 3, 28, 0, 0, 0, 0, 0, 0, -, -, -, 0.0, 
5, Bosse, 3, 34, 0, 0, 0, 0, 0, 0, -, -, -, 0.0, 
7, Bo, 2, 4, 0, 0, 0, 0, 0, 0, -, -, -, 0.0, 
11, Nicola, 3, 57, 0, 0, 0, 0, 0, 0, -, -, -, 0.0, 
13, Gustav, 3, 34, 0, 0, 0, 0, 0, 0, -, -, -, 0.0, 
15, Martin, 3, 52, 0, 0, 0, 0, 0, 0, -, -, -, 0.0, 
16, Alex, 3, 163, 0, 0, 0, 0, 0, 0, -, -, -, 0.0, 
17, Hjorth, 3, 69, 0, 0, 0, 0, 0, 0, -, -, -, 0.0, 
undefined, (team), 3, 0, 0, 0, 0, 0, 0, 0, -, -, -, 0.0, 
Total, , , , 0, 0, 0, 0, 0, 0, -, -, -, 0.0, 

Player Number, Player Name, Games Played, Points Played, In Play, Errors, 
4, Andreas Christensen, 3, 28, 0, 0, 
5, Bosse, 3, 34, 0, 0, 
7, Bo, 2, 4, 0, 0, 
11, Nicola, 3, 57, 0, 0, 
13, Gustav, 3, 34, 0, 0, 
15, Martin, 3, 52, 0, 0, 
16, Alex, 3, 163, 0, 0, 
17, Hjorth, 3, 69, 0, 0, 
undefined, (team), 3, 0, 0, 0, 
Total, , , , 0, 0, 

Player Number, Player Name, Games Played, Points Played, Aces, Spike, Blocks, Block Assists, Block Solos, Down Ball Hit, Dump, Tip, 
4, Andreas Christensen, 3, 28, 1, 5, 2, 0, 2, 0, 0, 1, 
5, Bosse, 3, 34, 0, 0, 0, 0, 0, 0, 0, 0, 
7, Bo, 2, 4, 0, 0, 0, 0, 0, 0, 0, 0, 
11, Nicola, 3, 57, 0, 4, 0, 0, 0, 0, 0, 0, 
13, Gustav, 3, 34, 1, 4, 1, 1, 0, 0, 0, 0, 
15, Martin, 3, 52, 0, 13, 0, 0, 0, 0, 0, 0, 
16, Alex, 3, 163, 1, 0, 0, 0, 0, 0, 1, 0, 
17, Hjorth, 3, 69, 2, 7, 1, 1, 0, 0, 0, 4, 
undefined, (team), 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
Total, , , , 5, 33, 3, 2, 2, 0, 1, 5, 

Player Number, Player Name, Games Played, Points Played, 2nd Ball Return, 3rd Ball Return, Block Errors, Down Ball Hit Error, Dig Error, Dump Error, Free Ball Receive Error, Receive Error, Set Error, Spike Error, Serve Error, Tip Error, Whose Ball, 
4, Andreas Christensen, 3, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 
5, Bosse, 3, 34, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 
7, Bo, 2, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
11, Nicola, 3, 57, 0, 0, 0, 0, 0, 0, 0, 1, 0, 4, 1, 0, 0, 
13, Gustav, 3, 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 
15, Martin, 3, 52, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4, 4, 1, 0, 
16, Alex, 3, 163, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 1, 1, 0, 
17, Hjorth, 3, 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 
undefined, (team), 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
Total, , , , 0, 0, 0, 0, 0, 0, 0, 2, 5, 11, 10, 2, 0, 

Player Number, Player Name, Games Played, Points Played, Back Row Attack, Foot Fault, Ball Handling, Net Fault, Out of Rotation, Over the Net, Under Fault, Fault (General), 
4, Andreas Christensen, 3, 28, 0, 0, 0, 0, 0, 0, 0, 0, 
5, Bosse, 3, 34, 0, 0, 0, 0, 0, 0, 0, 0, 
7, Bo, 2, 4, 0, 0, 0, 0, 0, 0, 0, 0, 
11, Nicola, 3, 57, 0, 0, 0, 0, 0, 0, 0, 0, 
13, Gustav, 3, 34, 0, 0, 0, 0, 0, 0, 0, 0, 
15, Martin, 3, 52, 0, 0, 0, 0, 0, 0, 0, 0, 
16, Alex, 3, 163, 0, 0, 0, 0, 0, 0, 0, 0, 
17, Hjorth, 3, 69, 0, 0, 0, 0, 0, 0, 0, 0, 
undefined, (team), 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
Total, , , , 0, 0, 0, 0, 0, 0, 0, 0, 

